year,make,model,trim,body,transmission,vin,branch,condition,odometer,color,interior,seller,marketprice,sellingprice,saledate
2012,Subaru,Legacy,2.5i,Sedan,automatic,4s3bmca6xc3017165,BALIKPAPAN,37.0,32095.0,silver,gray,jpmorgan chase bank n.a.,299925000.0,309600000.0,Thu Jan 08 2019 00:00:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap8bc867132,MEDAN,42.0,23773.0,black,black,nissan-infiniti lt,381625000.0,387000000.0,Tue Dec 30 2019 12:00:00 GMT-0800 (PST)
2008,Ford,Mustang,Premium,Convertible,automatic,1zvht84n385185946,MEDAN,46.0,115677.0,red,—,lucky chevrolet gmc company,112337500.0,178450000.0,Tue Mar 03 2019 03:00:00 GMT-0800 (PST)
2014,MINI,Cooper Clubman,S,Hatchback,manual,wmwzg3c5xety33626,JAKARTA,49.0,5460.0,white,black,bmw mini north america,434300000.0,365500000.0,Tue Feb 10 2019 06:00:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew9eda10073,MEDAN,28.0,11426.0,white,gray,u-haul,432150000.0,414950000.0,Tue May 26 2018 02:30:00 GMT-0700 (PDT)
2008,Nissan,Rogue,SL,SUV,automatic,jn8as58v98w124292,SURABAYA,37.0,82255.0,orange,black,santander consumer,184362500.0,206400000.0,Wed Feb 18 2018 02:30:00 GMT-0800 (PST)
2014,Kia,Cadenza,Premium,Sedan,automatic,knaln4d77e5126313,MEDAN,38.0,40614.0,gold,black,avis corporation,398825000.0,395600000.0,Tue Mar 03 2019 04:45:00 GMT-0800 (PST)
2010,Lincoln,Town Car,Signature Limited,Sedan,automatic,2lnbl8cvxax619127,MEDAN,35.0,204730.0,black,black,westfall auto sales,194037500.0,124700000.0,Tue Jan 13 2018 08:00:00 GMT-0800 (PST)
2008,Acura,RDX,Base,SUV,automatic,5j8tb18258a006225,BALIKPAPAN,34.0,103146.0,black,black,dt credit corporation,201562500.0,247250000.0,Tue Feb 17 2019 01:30:00 GMT-0800 (PST)
2008,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ftsw21r08eb89053,MEDAN,36.0,187738.0,gray,gray,tdaf remarketing,339700000.0,333250000.0,Wed Feb 18 2019 02:15:00 GMT-0800 (PST)
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb6en164804,JAKARTA,28.0,22012.0,burgundy,black,chrysler capital,256925000.0,204250000.0,Thu May 21 2018 03:10:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc193049,BALIKPAPAN,49.0,39676.0,blue,black,nissan-infiniti lt,249400000.0,240800000.0,Wed Feb 04 2019 01:00:00 GMT-0800 (PST)
2013,Kia,Forte,EX,Sedan,automatic,knafu4a27d5716065,SURABAYA,42.0,44878.0,silver,gray,avis corporation,211237500.0,212850000.0,Wed Feb 04 2018 01:10:00 GMT-0800 (PST)
2011,Ford,Explorer,Limited,SUV,automatic,1fmhk7f87bga50211,MEDAN,38.0,64831.0,red,black,ford motor credit company llc,460100000.0,445050000.0,Wed Jan 21 2019 02:00:00 GMT-0800 (PST)
2006,Toyota,Corolla,LE,Sedan,,2t1br32e06c702262,MEDAN,21.0,87716.0,blue,gray,dt credit corporation,115562500.0,98900000.0,Thu Jan 22 2018 01:05:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cc203446,SURABAYA,26.0,98213.0,blue,gray,santander consumer,170387500.0,174150000.0,Mon Feb 09 2019 01:30:00 GMT-0800 (PST)
2013,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt9dgb29717,SURABAYA,46.0,34840.0,white,black,ford motor credit company,737450000.0,774000000.0,Tue Jan 06 2019 11:00:00 GMT-0800 (PST)
2012,Ford,Fusion,S,sedan,automatic,3fahp0ga5cr340672,JAKARTA,38.0,51579.0,white,gray,lease plan usa,209087500.0,191350000.0,Wed Jun 17 2018 05:30:00 GMT-0700 (PDT)
2010,Chevrolet,Malibu,LT1,Sedan,automatic,1g1zc5e0xaf246338,BALIKPAPAN,37.0,106714.0,gold,gray,santander consumer,133300000.0,144050000.0,Mon Jan 05 2019 01:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5cn128736,SURABAYA,19.0,98730.0,silver,black,santander consumer,142975000.0,131150000.0,Tue Jan 06 2018 01:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dn515716,JAKARTA,42.0,58821.0,gray,black,dtg operations inc,253700000.0,260150000.0,Thu Feb 26 2019 03:30:00 GMT-0800 (PST)
2011,Audi,A4,2.0T Avant Premium quattro,Wagon,automatic,wauwfafl6ba153170,BALIKPAPAN,45.0,28516.0,gray,black,arrowhead auto group inc,479450000.0,559000000.0,Thu Mar 05 2019 04:00:00 GMT-0800 (PST)
2008,Honda,Ridgeline,RTS,Crew Cab,automatic,2hjyk16448h531850,BALIKPAPAN,,45994.0,black,gray,woodhouse chevrolet,320350000.0,333250000.0,Thu Dec 18 2018 11:00:00 GMT-0800 (PST)
2010,Honda,CR-V,EX-L,SUV,automatic,5j6re3h72al036410,MEDAN,28.0,44557.0,black,tan,hendrick motors of charlotte,326800000.0,258000000.0,Wed Jan 07 2019 14:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c5xcc576583,JAKARTA,44.0,26442.0,gray,black,financial services remarketing (lease),758950000.0,833125000.0,Wed May 27 2019 05:30:00 GMT-0700 (PDT)
2012,Audi,Q5,2.0T Premium quattro,suv,automatic,wa1cfafp0ca044207,MEDAN,42.0,58492.0,white,black,wheels exchange llc,475150000.0,475150000.0,Wed Jun 10 2019 05:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e35e1128386,JAKARTA,4.0,18632.0,red,black,gm remarketing,285950000.0,292400000.0,Mon Jan 26 2019 05:00:00 GMT-0800 (PST)
2013,Nissan,Xterra,S,SUV,automatic,5n1an0nw8dn812010,SURABAYA,39.0,35721.0,red,gray,avis corporation,407425000.0,423550000.0,Fri Feb 06 2019 04:00:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,jn1cv6ap1cm628369,MEDAN,43.0,31209.0,—,beige,nissan infiniti lt,400975000.0,365500000.0,Wed Jun 17 2018 02:40:00 GMT-0700 (PDT)
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em3e5311735,MEDAN,43.0,32588.0,white,gray,avis budget group,391300000.0,365500000.0,Thu May 21 2018 03:00:00 GMT-0700 (PDT)
2009,Toyota,Corolla,LE,Sedan,automatic,jtdbl40ex9j008620,BALIKPAPAN,19.0,136912.0,silver,—,a l financial corporation,133300000.0,111800000.0,Wed Dec 31 2018 12:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk73519a451645,BALIKPAPAN,35.0,82998.0,white,tan,california auto exchange,266600000.0,294550000.0,Wed Dec 31 2019 12:30:00 GMT-0800 (PST)
2011,Ford,Ranger,XLT,SuperCab,automatic,1ftkr1ed8bpa64622,JAKARTA,35.0,105815.0,white,black,aaero sweet corporation,191887500.0,234350000.0,Thu Mar 05 2019 03:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c53ce729713,JAKARTA,41.0,43014.0,black,black,financial services remarketing (lease),543950000.0,553625000.0,Thu Jul 02 2018 09:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn438173,BALIKPAPAN,37.0,31959.0,white,tan,nissan-infiniti lt,261225000.0,283800000.0,Thu Jan 22 2018 02:00:00 GMT-0800 (PST)
2003,Toyota,Corolla,LE,Sedan,automatic,jtdbr32e430009457,JAKARTA,,255301.0,black,tan,durant toyota,56975000.0,62350000.0,Fri Dec 19 2018 14:00:00 GMT-0800 (PST)
2011,Ford,Escape,XLT,SUV,automatic,1fmcu9d73bkc36397,JAKARTA,28.0,33882.0,red,gray,ford motor credit company llc,304225000.0,303150000.0,Wed Jan 14 2018 01:00:00 GMT-0800 (PST)
2011,Lexus,IS 250,Base,sedan,automatic,jthbf5c24b5153728,SURABAYA,36.0,58251.0,black,black,lexus financial services,377325000.0,399900000.0,Tue Jun 09 2018 02:30:00 GMT-0700 (PDT)
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,2c4rdgbg7cr193692,BALIKPAPAN,35.0,13262.0,silver,black,mike albert limited,240800000.0,260150000.0,Tue Feb 03 2018 01:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,M-Class,ML350,suv,automatic,4jgbb5gbxba722480,BALIKPAPAN,23.0,30004.0,black,gray,mercedes-benz financial services,548250000.0,468700000.0,Thu Jun 04 2019 02:30:00 GMT-0700 (PDT)
1993,Toyota,Camry,LE,Sedan,automatic,4t1sk12e3pu323927,MEDAN,2.0,110938.0,red,gray,boch new to you superstore,21500000.0,21500000.0,Thu Jan 22 2018 10:30:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,Double Cab,automatic,5tbbv541x8s523358,BALIKPAPAN,44.0,119686.0,blue,gray,sullivan auto group llc,317125000.0,356900000.0,Wed Feb 25 2019 02:30:00 GMT-0800 (PST)
2007,Nissan,Xterra,X,SUV,,5n1an08u07c511774,BALIKPAPAN,19.0,100168.0,burgundy,gray,bmw alphera/alphera financial services,148887500.0,129000000.0,Wed Feb 25 2019 04:30:00 GMT-0800 (PST)
2006,Pontiac,G6,GT,Sedan,automatic,1g2zh578164145868,SURABAYA,28.0,109054.0,red,black,santander consumer,85462500.0,111800000.0,Tue Jan 13 2019 09:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8cm975926,BALIKPAPAN,42.0,23125.0,white,gray,nissan infiniti lt,440750000.0,442900000.0,Wed Mar 04 2019 02:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hxxdud36171,BALIKPAPAN,43.0,27619.0,red,tan,ford motor credit company llc,392375000.0,384850000.0,Wed Feb 25 2018 10:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0hr8dr153648,BALIKPAPAN,49.0,6779.0,—,black,ford motor credit company llc pd,346150000.0,371950000.0,Wed Jan 07 2018 10:00:00 GMT-0800 (PST)
2010,Cadillac,SRX,Luxury,SUV,,3gyfndey0as585541,MEDAN,36.0,58420.0,black,beige,r hollenshead auto sales inc,414950000.0,412800000.0,Fri May 22 2018 02:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,,1n4al3ap8dc906724,MEDAN,29.0,17396.0,white,black,nissan motor acceptance corporation,311750000.0,333250000.0,Tue Feb 17 2018 04:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,Sedan,automatic,2t1bu40e99c117353,MEDAN,35.0,111895.0,white,black,brown's chantilly mazda,162325000.0,156950000.0,Thu Feb 26 2018 01:05:00 GMT-0800 (PST)
2012,GMC,Terrain,SLT-2,suv,automatic,2gkflxe59c6256846,BALIKPAPAN,46.0,23946.0,white,black,us bancorp,524600000.0,548250000.0,Thu Jun 18 2019 03:45:00 GMT-0700 (PDT)
2008,Chrysler,Town and Country,Touring,minivan,automatic,2a8hr54p58r635268,JAKARTA,34.0,124286.0,silver,gray,crossroads chrysler jeep dodge,130612500.0,113950000.0,Mon Jun 08 2018 02:00:00 GMT-0700 (PDT)
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc5c7376425,JAKARTA,35.0,56117.0,blue,black,brad deery motors inc,206400000.0,225750000.0,Wed May 27 2018 03:30:00 GMT-0700 (PDT)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk7eu399779,SURABAYA,43.0,18594.0,black,beige,toyota motor sales usa inc/program,333250000.0,326800000.0,Tue Dec 23 2018 15:30:00 GMT-0800 (PST)
2011,Hyundai,Genesis Coupe,2.0T R-Spec,Genesis Coupe,automatic,kmhht6kd3bu050427,JAKARTA,37.0,65701.0,gray,black,capital bank,235425000.0,255850000.0,Wed Feb 11 2018 08:00:00 GMT-0800 (PST)
2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc3cr805836,JAKARTA,43.0,18540.0,white,tan,ford motor credit company llc,370875000.0,382700000.0,Tue Jan 27 2019 03:00:00 GMT-0800 (PST)
2015,Chrysler,200,C,Sedan,automatic,1c3ccccb1fn574741,BALIKPAPAN,36.0,8094.0,white,black,meridian remarketing,368725000.0,371950000.0,Thu May 21 2018 05:00:00 GMT-0700 (PDT)
2013,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk5dr275482,SURABAYA,38.0,38882.0,red,beige,avis corporation,283800000.0,290250000.0,Thu Dec 18 2019 11:30:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k27cl252304,MEDAN,31.0,55161.0,white,gray,ge fleet services for itself/servicer,199412500.0,202100000.0,Thu Mar 05 2018 02:00:00 GMT-0800 (PST)
2005,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdza22c55s272636,BALIKPAPAN,19.0,100339.0,silver,gray,boch new to you superstore,155875000.0,107500000.0,Tue Jan 06 2018 02:00:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k20dl247056,SURABAYA,29.0,37041.0,red,black,avis corporation,236500000.0,227900000.0,Wed Mar 04 2019 02:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,wddgf8bb2ca667280,MEDAN,28.0,28536.0,—,tan,mercedes-benz financial services,466550000.0,451500000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c36s421870,BALIKPAPAN,,162644.0,red,gray,abs,92987500.0,83850000.0,Thu Dec 18 2019 09:45:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt8cw262242,SURABAYA,35.0,21095.0,brown,black,nissan-infiniti lt,364425000.0,369800000.0,Thu May 28 2019 03:00:00 GMT-0700 (PDT)
2013,Acura,ILX,Hybrid w/Technology Package,Sedan,,19vde3f78de300819,SURABAYA,34.0,40277.0,black,black,keystone motors,404200000.0,363350000.0,Fri May 22 2018 02:00:00 GMT-0700 (PDT)
2011,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4rr5gt9bc507517,JAKARTA,44.0,62736.0,white,tan,rainbow motors corporation,505250000.0,467625000.0,Thu Dec 18 2018 12:00:00 GMT-0800 (PST)
2015,Ford,Transit Van,250 Medium Roof,Transit Van,automatic,1ftyr2cm3fka15950,MEDAN,34.0,13049.0,white,gray,enterprise veh exchange/rental,552550000.0,535350000.0,Thu May 28 2018 02:20:00 GMT-0700 (PDT)
2011,BMW,3 Series,328i xDrive,Sedan,,wbapk7c57ba817081,JAKARTA,29.0,62362.0,gray,black,bmw group financial services canada,365500000.0,399900000.0,Tue Jan 27 2018 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn480385,MEDAN,44.0,34429.0,gray,black,nissan-infiniti lt,256925000.0,260150000.0,Tue Feb 10 2018 01:30:00 GMT-0800 (PST)
2001,Volkswagen,Passat,GLX V6,Sedan,,wvwbh63bx1p046199,JAKARTA,21.0,105758.0,silver,gray,faulkner subaru,33325000.0,60200000.0,Mon Jan 05 2018 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn511835,BALIKPAPAN,43.0,39138.0,gray,black,nissan-infiniti lt,259075000.0,268750000.0,Tue Mar 03 2018 04:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb5br154602,BALIKPAPAN,4.0,35759.0,black,black,mercedes-benz financial services,383775000.0,354750000.0,Thu Jun 11 2018 07:00:00 GMT-0700 (PDT)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0cg9cr306681,BALIKPAPAN,3.0,62497.0,silver,black,wheels exchange llc,254775000.0,193500000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2014,Nissan,Rogue Select,S,suv,automatic,jn8as5mtxew616989,JAKARTA,35.0,13155.0,white,gray,nissan motor acceptance corporation,332175000.0,333250000.0,Thu Jun 18 2019 03:00:00 GMT-0700 (PDT)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5dn725323,JAKARTA,19.0,48384.0,silver,black,santander consumer,215000000.0,172000000.0,Wed Dec 31 2018 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek3b1167399,MEDAN,28.0,71374.0,gray,gray,wells fargo dealer services,167162500.0,150500000.0,Thu Feb 19 2019 02:00:00 GMT-0800 (PST)
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv6ah281562,SURABAYA,21.0,103475.0,white,black,lawler motor sports inc,179525000.0,230050000.0,Tue Feb 17 2019 03:00:00 GMT-0800 (PST)
2005,Honda,Civic,EX,sedan,automatic,2hges267x5h585772,MEDAN,19.0,154393.0,blue,gray,automobile acc corp,71487500.0,55900000.0,Thu May 28 2019 02:00:00 GMT-0700 (PDT)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a60dg196847,JAKARTA,37.0,16043.0,black,black,kia motors finance,475150000.0,498800000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2006,BMW,3 Series,330xi,Sedan,automatic,wbavd33576kv67108,MEDAN,38.0,75352.0,green,tan,bmw of minnetonka,213387500.0,161250000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp1el432144,JAKARTA,44.0,11740.0,black,black,nissan motor acceptance corporation,238650000.0,197800000.0,Wed Feb 04 2019 02:30:00 GMT-0800 (PST)
2011,Ford,F-150,XL,SuperCrew,automatic,1ftfw1ef1bfc15902,MEDAN,25.0,140940.0,white,gray,wheels exchange llc,250475000.0,262300000.0,Wed May 06 2018 03:00:00 GMT-0700 (PDT)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mv5cw420750,MEDAN,36.0,31460.0,—,gray,nissan-infiniti lt,305300000.0,296700000.0,Wed Jan 28 2018 02:00:00 GMT-0800 (PST)
2015,Chrysler,200,C,sedan,automatic,1c3ccccb2fn593721,JAKARTA,4.0,19727.0,red,black,enterprise vehicle exchange/non program,357975000.0,356900000.0,Thu Jun 18 2018 01:50:00 GMT-0700 (PDT)
2003,Honda,Accord,EX V-6,Sedan,automatic,1hgcm66563a101938,JAKARTA,28.0,162175.0,gold,tan,faulkner nissan inc,80087500.0,64500000.0,Mon Feb 16 2019 04:00:00 GMT-0800 (PST)
2012,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3tmju4gn4cm131919,BALIKPAPAN,41.0,51572.0,silver,gray,wells fargo dealer services,453650000.0,485900000.0,Thu Feb 05 2019 02:00:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LT,Sedan,automatic,2g1wc58r579258203,MEDAN,19.0,207728.0,red,beige,crossroads ford of indian trail,31712500.0,51600000.0,Mon Jan 19 2019 01:00:00 GMT-0800 (PST)
2012,Kia,Forte,Koup SX,Koup,automatic,knafw6a35c5517643,SURABAYA,29.0,24561.0,black,black,kia motors finance,265525000.0,238650000.0,Tue Mar 03 2019 01:30:00 GMT-0800 (PST)
2008,Toyota,Avalon,Limited,sedan,automatic,4t1bk36b58u265963,MEDAN,19.0,100631.0,red,beige,santander consumer,216075000.0,193500000.0,Thu Jun 18 2019 03:30:00 GMT-0700 (PDT)
2011,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h5xbb053592,SURABAYA,44.0,42378.0,black,gray,hann financial services,470850000.0,481600000.0,Fri Jan 30 2019 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5sh5e4100082,JAKARTA,38.0,37765.0,red,black,avis corporation,219300000.0,223600000.0,Tue Feb 17 2019 01:30:00 GMT-0800 (PST)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf5ekd17634,JAKARTA,5.0,6026.0,white,gray,u-haul,403125000.0,395600000.0,Tue Jan 27 2019 04:00:00 GMT-0800 (PST)
2004,Ford,Mustang,Premium,Convertible,automatic,1fafp44634f148616,MEDAN,26.0,122306.0,black,gray,j & s auto haus,58587500.0,67725000.0,Wed Feb 18 2019 01:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f50ce001423,SURABAYA,19.0,37313.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,231125000.0,189200000.0,Thu Feb 05 2018 02:00:00 GMT-0800 (PST)
2014,Nissan,Sentra,SV,Sedan,,3n1ab7ap8el645155,SURABAYA,43.0,29618.0,white,black,avis corporation,247250000.0,251550000.0,Tue May 26 2019 05:45:00 GMT-0700 (PDT)
2014,Chevrolet,Silverado 1500,LTZ,Crew Cab,,3gcpcsec6eg372031,BALIKPAPAN,5.0,7995.0,black,black,lease plan usa,746050000.0,683700000.0,Wed Feb 25 2019 03:00:00 GMT-0800 (PST)
2012,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c54cdu59718,SURABAYA,43.0,46649.0,black,black,financial services remarketing/rail cars,685850000.0,709500000.0,Wed Feb 04 2018 04:30:00 GMT-0800 (PST)
2006,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u967072932,JAKARTA,19.0,129689.0,silver,gray,texas rv outlet superstore,105887500.0,120400000.0,Fri Jan 23 2018 03:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8jb2eg184715,JAKARTA,45.0,7627.0,white,beige,mercedes-benz financial services,834200000.0,817000000.0,Tue Dec 30 2018 09:30:00 GMT-0800 (PST)
2012,Ford,Focus,Titanium,Sedan,automatic,1fahp3j29cl272202,MEDAN,37.0,72113.0,white,black,fred martin motor co,212850000.0,197800000.0,Wed Jan 28 2018 01:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6arxdm758010,BALIKPAPAN,35.0,36921.0,gray,black,nissan infiniti lt,422475000.0,430000000.0,Wed Jun 10 2018 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc193497,BALIKPAPAN,39.0,30290.0,gray,black,nissan-infiniti lt,256925000.0,281650000.0,Wed May 27 2018 03:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap2cn549327,BALIKPAPAN,38.0,69573.0,burgundy,beige,mike albert limited,204787500.0,217150000.0,Thu May 28 2018 03:30:00 GMT-0700 (PDT)
2012,Hyundai,Sonata,SE,Sedan,automatic,5npec4ac0ch452938,BALIKPAPAN,37.0,24302.0,gray,gray,hyundai motor finance,298850000.0,279500000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el296600,JAKARTA,49.0,17396.0,—,black,avis budget group,264450000.0,344000000.0,Wed Mar 04 2019 02:00:00 GMT-0800 (PST)
2015,GMC,Terrain,SLE-2,SUV,automatic,2gkalrek6f6139533,MEDAN,1.0,8683.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,485900000.0,174150000.0,Wed May 20 2018 08:05:00 GMT-0700 (PDT)
2014,Mercedes-Benz,GL-Class,GL550 4MATIC,suv,,4jgdf7de0ea313528,BALIKPAPAN,48.0,28021.0,black,black,adcock brothers inc,1483500000.0,1483500000.0,Fri May 29 2019 02:00:00 GMT-0700 (PDT)
2009,Audi,S5,quattro,Coupe,automatic,waurv78t29a033456,MEDAN,38.0,14150.0,black,black,the collection,642850000.0,552550000.0,Thu Feb 12 2019 01:15:00 GMT-0800 (PST)
2013,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcpkse78dg188259,MEDAN,48.0,27288.0,silver,black,meridian remarketing,606300000.0,625650000.0,Thu Jun 11 2019 03:00:00 GMT-0700 (PDT)
2013,Volvo,XC90,3.2,SUV,automatic,yv4952cy7d1633100,JAKARTA,49.0,44472.0,white,beige,centerpoint auto exchange llc,516000000.0,520300000.0,Tue Feb 10 2019 01:30:00 GMT-0800 (PST)
2010,Dodge,Journey,R/T,SUV,automatic,3d4ph6fv7at239775,BALIKPAPAN,37.0,140202.0,silver,black,select lane,153187500.0,174150000.0,Thu Feb 05 2019 02:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh340463,BALIKPAPAN,37.0,40510.0,silver,gray,avis corporation,238650000.0,234350000.0,Wed Jan 28 2018 02:00:00 GMT-0800 (PST)
2012,Toyota,Sequoia,SR5,SUV,automatic,5tdzm5g18cs003625,BALIKPAPAN,36.0,76875.0,gray,gray,toyota of slidell,505250000.0,516000000.0,Wed Feb 25 2019 02:15:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e34c1128197,BALIKPAPAN,23.0,89867.0,white,black,capital one auto finance,170387500.0,141900000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2003,Mazda,MPV,ES,Minivan,automatic,jm3lw28j530335884,SURABAYA,26.0,156001.0,green,tan,credit acceptance corp/vrs/southfield,33325000.0,43000000.0,Mon Feb 02 2018 01:30:00 GMT-0800 (PST)
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f68ca054954,SURABAYA,19.0,35362.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,289175000.0,262300000.0,Fri Jan 16 2019 01:00:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h91dub17430,SURABAYA,42.0,78671.0,black,black,ge fleet services for itself/servicer,308525000.0,301000000.0,Tue Dec 23 2019 09:30:00 GMT-0800 (PST)
2001,Honda,CR-V,EX,suv,manual,jhlrd17611s017779,BALIKPAPAN,19.0,207071.0,silver,black,autonation ford littleton,36550000.0,38700000.0,Tue Jun 02 2018 05:00:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn461754,SURABAYA,36.0,46523.0,gray,black,nissan-infiniti lt,244025000.0,240800000.0,Wed Jan 14 2018 02:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4hs48n25c621681,BALIKPAPAN,34.0,113210.0,black,gray,dt credit corporation,90300000.0,96750000.0,Thu Jun 11 2019 03:15:00 GMT-0700 (PDT)
2009,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfdw54129x092054,SURABAYA,,110916.0,white,—,hk imports inc,412800000.0,436450000.0,Thu Dec 18 2018 12:30:00 GMT-0800 (PST)
2010,Jaguar,XF,Premium,sedan,,sajwa0gb4alr74189,SURABAYA,43.0,31984.0,black,brown,r hollenshead auto sales inc,550400000.0,569750000.0,Thu May 28 2018 02:00:00 GMT-0700 (PDT)
2010,Buick,Enclave,CXL1,SUV,automatic,5galrbed4aj192045,JAKARTA,39.0,90130.0,silver,gray,pohanka acura,301000000.0,296700000.0,Thu Jan 22 2019 01:50:00 GMT-0800 (PST)
2007,,,,,,salae25427a437542,MEDAN,33.0,76081.0,green,black,tdaf remarketing,270900000.0,268750000.0,Fri May 29 2018 02:00:00 GMT-0700 (PDT)
2004,Chevrolet,Aveo,Base,Sedan,automatic,kl1td52624b138124,BALIKPAPAN,25.0,138490.0,silver,gray,dt inventory,31175000.0,32250000.0,Thu Feb 26 2018 01:00:00 GMT-0800 (PST)
